Date,Open,High,Low,Close,Volume,RSI,MACD,Bollinger_High,Bollinger_Low,Volatility_20
2016.07.05,17469.1,17489.0,17450.0,17470.0,159949,35.50780047864464,-84.46123529819306,17712.718806736408,17382.931193263594,84.58873805223358
2016.07.06,17497.1,17660.0,17306.3,17469.1,129448,35.441339363900525,-82.12635652683093,17713.51064241647,17378.719357583526,85.87215267634448
2016.07.07,17467.3,17596.2,17370.2,17499.1,165781,39.505958689395264,-76.96796026406082,17712.98492726071,17381.66507273929,84.98174958874498
2016.07.08,17483.1,17585.3,17427.8,17530.1,136867,43.46685637554393,-69.57641948537639,17712.808714588915,17381.301285411086,85.02986147296447
2016.07.09,17510.1,17598.3,17420.8,17509.0,147235,41.47624753583754,-64.6756234965469,17709.13493061009,17377.675069389916,85.01766054926146
2016.07.11,17537.6,17657.7,17377.1,17497.2,125461,40.362990952312394,-61.040234918444185,17701.264897042693,17373.945102957314,83.95575573514276
2016.07.12,17510.9,17570.6,17508.2,17567.9,148745,49.16670910990502,-51.856494751340506,17684.068942304086,17380.391057695913,77.89173390375035
2016.07.13,17590.5,17751.0,17492.7,17653.1,142929,57.33966890285843,-37.27371832695644,17667.33159334883,17390.758406651174,70.9395255797503
2016.07.14,17666.7,17773.9,17613.8,17721.1,141070,62.51923714067002,-19.99919299928297,17671.270298022373,17388.06970197763,72.63942020987922
2016.07.15,17752.2,17923.1,17625.6,17796.6,141974,67.27071373400871,-0.21431767989270156,17714.584050715213,17359.975949284784,90.95505888540981
2016.07.16,17774.6,17959.1,17675.9,17860.4,167477,70.6560174554646,20.37855406812014,17777.816288330454,17325.213711669545,116.09011143801364
2016.07.18,17840.3,18056.5,17703.6,17919.7,165022,73.40906326968627,41.01082049099932,17848.198844111954,17297.54115588805,141.24071688174513
2016.07.19,17942.3,17997.7,17879.6,17935.0,168105,74.08463752546781,57.92885463438506,17908.80513206281,17283.34486793719,160.42717277058725
2016.07.20,17953.8,18054.3,17868.5,17969.0,148702,75.57000852291202,73.2358175144218,17966.461233847014,17277.638766152984,176.6792350709866
2016.07.21,17935.3,18107.1,17806.3,17978.1,136261,75.96704641688379,85.11978196442942,18017.8279612105,17275.7720387895,190.3333281101323
2016.07.22,17944.6,17974.4,17912.4,17942.2,156503,71.06051342166677,90.59673665358787,18055.845809329985,17277.454190670018,199.6532375474123
2016.07.23,17909.1,17953.1,17859.6,17903.6,163450,66.11589372377381,90.77615429718935,18082.829360047657,17285.27063995234,204.56949533363505
2016.07.25,17891.0,17981.2,17830.9,17921.1,181525,67.22923066165282,91.27824898323524,18108.303417619838,17299.58658238016,207.43149148068196
2016.07.26,17944.4,17970.7,17915.1,17941.3,172617,68.51519690547808,92.24281605653596,18129.843076507666,17324.746923492337,206.50280608519128
2016.07.27,17923.3,18086.5,17859.6,18022.7,131397,73.09668395985503,98.44077811047464,18158.195658632332,17352.434341367665,206.67341711529073
2016.07.28,18058.7,18157.4,18047.3,18146.0,149150,78.25769147408458,112.01079649335588,18203.83067259994,17374.399327400057,212.74465117898782
2016.07.29,18164.1,18254.2,18130.5,18220.7,187252,80.67627818997609,127.32507532332238,18254.61002182095,17398.77997817905,219.51577446017095
2016.07.30,18201.8,18291.4,18173.0,18262.6,125239,81.89297196891303,141.21489406106775,18305.120928903085,17424.61907109692,225.843961269971
2016.08.01,18256.1,18461.5,18144.7,18350.1,161345,84.13893031478744,157.4680011170094,18366.05726666437,17445.682733335627,236.07108675144258
2016.08.02,18336.3,18457.9,18281.3,18402.9,163845,85.3220545378638,172.61937557830606,18421.402926573493,17479.727073426504,241.53476000253315
2016.08.03,18383.2,18612.2,18259.8,18488.8,128044,87.01859249558689,189.3753598362673,18478.357364854808,17521.932635145185,245.3177670202419
2016.08.04,18513.7,18572.0,18454.2,18512.4,159184,87.44785196666284,202.22776505448564,18532.01435661631,17562.725643383696,248.61730917428403
2016.08.05,18517.1,18638.4,18427.5,18548.8,158263,88.10138647654324,212.89642709092732,18588.19331495161,17596.116685048386,254.4622864725761
2016.08.06,18554.8,18585.4,18510.3,18540.9,180203,87.04215591361984,218.19869589907103,18635.212069125268,17631.077930874733,257.5549721086831
2016.08.08,18559.9,18723.8,18362.1,18525.9,144511,84.95363617736044,218.66971908608684,18674.537071565825,17664.682928434177,259.0221224041438
2016.08.09,18505.8,18551.3,18423.2,18468.6,160630,77.32132164922152,211.9758515649628,18700.02911431697,17700.01088568303,256.49926356724126
2016.08.10,18500.2,18519.3,18413.9,18433.0,154588,72.93700157404965,201.47580320436464,18718.142532280744,17733.22746771925,252.62538372066095
2016.08.11,18411.7,18463.2,18317.2,18368.7,186005,65.69165979842072,185.82390430982923,18724.679719574244,17770.060280425754,244.85471976150507
2016.08.12,18404.0,18506.5,18213.4,18315.9,167591,60.38694922615119,167.23140341741964,18725.21741378308,17804.21258621692,236.23275381220108
2016.08.13,18322.7,18373.0,18268.0,18318.3,123368,60.54291827452336,150.95031122630462,18723.369372204656,17840.08062779534,226.55878260110822
2016.08.15,18315.0,18423.9,18194.1,18303.0,143582,58.94944521108326,135.25372547854568,18713.024077456317,17886.50592254368,211.99743363643205
2016.08.16,18335.3,18442.6,18216.1,18323.4,131489,60.44434929632349,123.04182809237318,18691.892610462815,17949.617389537187,190.3895769897303
2016.08.17,18323.4,18436.7,18221.4,18334.7,159897,61.285361818177925,112.97334064630923,18664.12145013395,18018.748549866054,165.53465617431863
2016.08.18,18318.2,18461.1,18219.2,18362.1,131312,63.32174453586598,105.98323406439158,18627.841960076137,18097.10803992386,136.13037819838198
2016.08.19,18372.1,18482.8,18244.0,18354.6,162971,62.354914201974864,98.70057809206992,18594.107300020372,18164.032699979627,110.31180735587215
2016.08.20,18351.4,18385.6,18313.2,18347.4,160695,61.38591801549652,91.29564161128292,18576.68117841171,18201.59882158829,96.20659458747727
2016.08.22,18372.2,18427.9,18324.1,18379.9,164842,64.09801601669614,87.04623962079495,18568.1582240059,18226.041775994097,87.75101738809448
2016.08.23,18404.7,18551.3,18282.1,18428.6,172631,67.75295303811416,86.60985641319712,18565.29295168973,18245.50704831027,82.02335354232966
2016.08.24,18462.6,18567.4,18372.1,18476.9,147883,70.91542723495414,89.13394528002755,18572.412977192977,18251.067022807027,82.42349818253233
2016.08.25,18451.3,18775.6,18168.2,18492.4,155658,71.86886754016855,91.33220356281527,18580.596510821793,18251.833489178207,84.32593579310496
2016.08.26,18475.9,18527.5,18462.0,18513.5,157339,73.15880344495089,93.69685374376786,18584.346189291595,18250.553810708407,85.61593862934
2016.08.27,18502.7,18577.7,18431.9,18506.9,123554,72.0459533383719,93.95523375740959,18583.461486221986,18250.888513778013,85.30316755403234
2016.08.29,18472.3,18546.8,18380.3,18454.8,160819,63.79615969160965,88.9308279702891,18568.618957616214,18256.331042383783,80.10016016156959
2016.08.30,18482.9,18496.6,18371.9,18385.6,179457,54.81760193788772,78.46064306049448,18549.57411425903,18259.845885740968,74.31372261187867
2016.08.31,18397.3,18436.6,18309.3,18348.7,176644,50.718546446513294,66.41977860910993,18531.355106915027,18260.34489308497,69.51265314590172
2016.09.01,18326.4,18357.7,18292.4,18323.7,166481,48.09458028722449,54.234830351080745,18523.26860272937,18253.941397270635,69.08097060706305
2016.09.02,18308.0,18334.5,18278.5,18304.9,149418,46.16054290895412,42.57044262355339,18519.958164912474,18244.441835087528,70.6684475115876
2016.09.03,18330.3,18337.2,18281.8,18288.6,124841,44.49004473548248,31.64625916040677,18521.82262234352,18234.56737765648,73.67941564295582
2016.09.05,18276.6,18307.9,18220.9,18252.2,179787,40.92803989115683,19.82308112904866,18526.625077086854,18223.39492291315,77.77689347041617
2016.09.06,18221.9,18250.0,18171.9,18200.0,147231,36.42426880562296,6.1699008352043165,18537.409223700946,18200.780776299056,86.34337493259389
2016.09.07,18168.8,18228.6,18066.9,18126.7,154114,31.22773247971608,-10.444640999972762,18557.501242263737,18163.058757736268,101.17236256696768
2016.09.08,18109.9,18173.6,17995.8,18059.5,130733,27.372212096432705,-28.70338869420084,18583.773574080056,18110.396425919942,121.41867659602096
2016.09.09,18035.4,18203.5,17881.8,18049.8,168791,26.856765815895002,-43.455360378349724,18602.756278871893,18062.923721128107,138.4641294989713
2016.09.10,18037.3,18151.4,17995.4,18109.5,142521,34.9729990475044,-49.7555620069179,18606.604224103856,18033.815775896142,146.91713704638983
2016.09.12,18090.1,18216.5,18055.4,18181.8,146959,43.19397551643656,-48.35708109474945,18603.662424414,18019.477575586,149.84025212841692
2016.09.13,18194.4,18335.2,18141.4,18282.2,130587,52.22628471553218,-38.70121051006208,18600.185376830676,18016.434623169327,149.72890906748464
2016.09.14,18261.0,18415.3,18226.1,18380.4,148110,59.07968132108689,-22.86141206895263,18600.234984755134,18016.435015244864,149.74153266637794
2016.09.15,18407.2,18437.8,18374.3,18404.9,131019,60.59837525630852,-8.236368708323425,18597.274473286983,18017.02552671302,148.8307145012754
2016.09.16,18374.2,18550.4,18195.4,18371.6,156585,57.47603052657594,0.6594500922656152,18583.183910591648,18020.58608940835,144.3032963660842
2016.09.17,18393.9,18407.7,18323.1,18336.9,130653,54.334334606121445,4.8535024278571655,18562.201946167817,18026.018053832184,137.5282665682794
2016.09.19,18342.8,18476.9,18235.7,18369.8,160267,56.74830331669536,10.70863172294412,18538.293644623882,18035.556355376117,128.94939388854442
2016.09.20,18353.2,18399.5,18351.5,18397.8,151547,58.74698818433447,17.407566279234743,18517.79185764344,18045.148142356556,121.23055503336005
2016.09.21,18367.1,18665.1,18192.7,18490.8,177897,64.59855034168523,29.8764458742844,18525.324151792625,18041.215848207376,124.17115988578325
2016.09.22,18458.0,18615.7,18421.4,18579.1,152047,69.08270055171192,46.348913410300156,18564.28350058561,18021.60649941439,139.19371384404033
2016.09.23,18576.0,18677.1,18525.5,18626.6,164128,71.19631037052855,62.515673862617405,18614.241538057388,17999.438461942613,157.6936617222799
2016.09.24,18647.3,18800.2,18479.9,18632.8,172301,71.4704682125719,74.96409673707967,18661.018205434833,17983.57179456517,173.761338062515
2016.09.26,18618.9,18781.3,18504.7,18667.1,182667,73.00148362861054,86.599025237163,18710.727969717038,17970.08203028296,189.9716751047844
2016.09.27,18696.2,18727.3,18683.4,18714.5,145904,74.99823713654287,98.50902306216085,18765.157378170294,17958.242621829708,206.96926799587766
2016.09.28,18691.7,18893.3,18532.2,18733.8,151091,75.78357797889579,108.25720912947145,18816.769677834687,17954.79032216531,221.09303971527237
2016.09.29,18732.5,18836.1,18725.5,18829.0,178950,79.24650350037452,122.2552784513864,18880.027627911,17954.432372089,237.41017381652304
2016.09.30,18818.6,18869.6,18792.8,18843.8,140793,79.73174614398182,133.0098310146932,18931.154217896372,17975.015782103626,245.24433417997892
2016.10.01,18840.4,18952.7,18741.0,18853.3,166578,80.05412558471335,140.6778157179724,18965.3229568256,18020.227043174404,242.4119870125676
2016.10.03,18825.1,18929.1,18800.3,18904.4,158951,81.73683464058804,149.1586833263209,18994.460137132213,18076.54986286778,235.43901763796248
2016.10.04,18903.6,19069.6,18784.7,18950.7,162573,83.12589605039128,157.79687095876943,19026.72529332528,18128.40470667472,230.41436878397687
2016.10.05,18930.2,19134.7,18731.7,18936.2,160923,81.04690077909711,161.60973168551573,19051.692608893394,18178.877391106606,223.87237970493422
2016.10.06,18909.0,19049.4,18827.1,18967.5,156802,82.08829487554405,165.2521754835616,19083.574420971967,18215.52557902803,222.64983009676652
2016.10.07,18943.6,19051.1,18857.4,18964.9,131148,81.68678119038204,166.01531890956903,19115.079452762122,18242.47054723788,223.81946172614755
2016.10.08,18989.6,19057.0,18783.5,18850.9,145385,66.36026592517536,155.62729374294213,19124.5089564797,18277.6410435203,217.21703644297062
2016.10.10,18883.1,18889.5,18768.2,18774.5,133789,58.44585580122781,139.62041027914165,19117.50338648,18324.936613520003,203.28908790973546
2016.10.11,18765.1,18806.7,18645.8,18687.4,175657,50.98089743432932,118.54014078152613,19094.413955490996,18383.07604450901,182.45432442124908
2016.10.12,18677.5,18688.3,18605.2,18616.0,177224,45.81499658487318,94.97764883004493,19069.93341868031,18432.17658131969,163.58117725657186
2016.10.13,18638.1,18716.4,18457.7,18536.0,136114,40.823556258390646,69.05287423751724,19050.854680767447,18465.07531923256,150.24923600826412
2016.10.14,18548.8,18616.4,18485.5,18553.1,174033,42.27132963614227,49.31861637456677,19043.682297230673,18478.477702769324,144.97191960410348
2016.10.15,18534.5,18606.9,18471.8,18544.1,136455,41.69317005961861,32.57731900189174,19046.809613886016,18471.85038611398,147.47393025642725
2016.10.17,18507.1,18585.4,18479.6,18557.9,158815,42.980954049818976,20.190521128690307,19051.17231016801,18460.61768983199,151.47406404715534
2016.10.18,18576.5,18616.4,18541.7,18581.6,130766,45.21869548944976,12.146271841949783,19053.681048917002,18452.988951082996,154.0742721615768
2016.10.19,18578.5,18661.3,18512.0,18594.9,150237,46.487895215684034,6.76634693818778,19055.81102630642,18443.638973693578,157.01881843307694
2016.10.20,18626.2,18650.5,18543.9,18568.2,124159,44.27043569903341,0.3442821624412318,19058.347847685356,18426.472152314644,162.0726961647753
2016.10.21,18552.7,18666.8,18491.7,18605.8,178040,48.02993770288731,-1.6917433132875885,19057.5228544865,18414.497145513506,164.9326143101242
2016.10.22,18603.4,18671.6,18535.0,18603.2,148184,47.78986066521934,-3.475048249387328,19048.230325028515,18401.209674971487,165.95729507764315
2016.10.24,18622.6,18626.7,18578.0,18582.1,147449,45.78954419244,-6.515813675116078,19035.98996774376,18387.280032256243,166.3905876481868
2016.10.25,18589.3,18720.1,18476.4,18607.1,182392,48.53801853972695,-6.829623468205682,19019.905285576104,18378.744714423905,164.4542165531776
2016.10.26,18627.2,18757.0,18517.9,18647.8,133088,52.73899870875164,-3.750931728114665,18993.469099721875,18379.52090027813,157.47439048273463
2016.10.27,18612.8,18646.8,18576.3,18610.3,134926,48.78722737314254,-4.287558635700407,18952.80282337789,18386.147176622108,145.34410666456046
2016.10.28,18598.4,18822.3,18359.6,18583.5,177151,46.12708925389659,-6.7970234933709435,18909.29014585362,18394.38985414638,132.06913819349137
2016.10.29,18584.2,18604.8,18547.9,18568.4,151291,44.649869588453996,-9.890227886207867,18846.715093562452,18417.054906437552,110.20551268575055
2016.10.31,18535.0,18560.8,18529.8,18555.5,147307,43.371973158203,-13.230029300695605,18764.59143780964,18458.238562190363,78.57785462110279
2016.11.01,18580.7,18628.2,18480.2,18527.6,131592,40.66142438325297,-17.921554291526263,18706.39031671742,18484.10968328258,57.013779497980735
2016.11.02,18492.4,18693.0,18348.4,18548.9,124391,43.56133658938089,-19.693870973329467,18660.43416415582,18507.505835844182,39.225288567077506
2016.11.03,18565.6,18616.7,18537.6,18588.6,129409,48.60307655885637,-17.691055029175914,18639.14562525706,18518.914374742937,30.838665067904856
2016.11.04,18596.7,18693.8,18520.9,18618.0,145036,52.0212504656314,-13.574990628152591,18639.497411738845,18518.76258826115,30.967828807734602
2016.11.05,18640.4,18696.9,18589.5,18646.0,145684,55.084937666343954,-7.961834865207493,18648.234279730594,18521.0257202694,32.62830705178046
2016.11.07,18664.7,18695.0,18613.5,18643.8,134373,54.78890648190595,-3.648828670702642,18655.982880092444,18522.347119907557,34.27684925353507
2016.11.08,18657.0,18729.5,18615.3,18687.8,157578,59.47917356433425,3.281860839757428,18672.492852586758,18520.20714741324,39.06045921001303
2016.11.09,18719.8,18824.6,18659.8,18764.6,126128,66.09150104796579,14.80098383695804,18710.301683502465,18503.068316497538,53.154237094193796
2016.11.10,18789.1,18810.5,18773.5,18794.9,153931,68.29005742889666,26.074359588757943,18748.653366293674,18486.046633706323,67.3572056866093
2016.11.11,18815.6,18901.1,18749.4,18834.9,124401,70.96634513119943,37.80051598018326,18790.686214161768,18468.01378583823,82.76373156867493
2016.11.12,18869.7,18983.3,18751.7,18865.3,162657,72.84232512829888,48.9819716603015,18832.70780077509,18455.702199224907,96.69989645133214
2016.11.14,18898.0,18963.6,18796.5,18862.0,160991,72.2962313955945,56.920924439193186,18866.940856197027,18447.089143802972,107.68969200054582
2016.11.15,18848.3,19017.9,18710.2,18879.8,172500,73.45234446820476,63.912173203978455,18900.303514551226,18441.38648544877,117.70973431558885
2016.11.16,18913.6,18944.9,18876.8,18908.2,138698,75.22856027508958,70.92683051879067,18934.698261961297,18439.601738038706,126.98957893429737
2016.11.17,18891.7,18995.2,18841.1,18944.6,181230,77.32280141592571,78.5180653891548,18972.568440620063,18435.48155937994,137.75987833532363
2016.11.18,18907.5,19115.7,18813.3,19021.4,163739,80.97704814421061,89.69731703529033,19023.092978953988,18422.31702104601,154.09578181670182
2016.11.19,19058.7,19194.9,18959.6,19095.7,144130,83.71167010649808,103.36086385736053,19083.38974923086,18410.560250769136,172.57712501651073
2016.11.21,19083.5,19199.4,19073.1,19188.9,142284,86.36037513744678,120.32277816117494,19155.69515246406,18398.794847535944,194.14083188572405
2016.11.22,19176.9,19372.2,19099.8,19295.1,179484,88.62937584849541,140.71262238027703,19241.1956012122,18385.964398787797,219.36217492879774
2016.11.23,19328.7,19389.7,19283.4,19344.3,180202,89.5007705268585,159.0087952313661,19321.68270856563,18384.357291434364,240.41889670896643
2016.11.24,19310.4,19463.7,19198.7,19352.0,126039,89.6346533116325,172.14558256220334,19385.630835893466,18402.84916410653,252.0781800198624
2016.11.25,19325.9,19431.7,19204.3,19310.0,181947,83.38844541037503,177.12573693750528,19428.67343819014,18435.916561809856,254.6367660124616
2016.11.26,19305.9,19334.6,19182.1,19210.8,157807,70.83321931248636,171.0956500584689,19447.561980637565,18479.248019362432,248.36729057252788
2016.11.28,19191.3,19389.9,18935.9,19134.5,171626,62.978856144427716,158.33480535200215,19451.543785647897,18526.916214352103,237.16196797263873
2016.11.29,19153.9,19189.4,19057.9,19093.4,157991,59.172611477911026,143.25397482298285,19447.881193727266,18575.31880627273,223.80753009302362
2016.11.30,19124.3,19178.4,19052.6,19106.6,124191,60.00857175329317,130.8589768321799,19438.409510367197,18631.0704896328,207.07808951677916
2016.12.01,19069.0,19211.5,19002.0,19144.6,135381,62.39564906241454,122.68786471024578,19430.678890912444,18684.48110908756,191.39569263157364
2016.12.02,19157.1,19391.4,18992.9,19227.2,180549,67.00582945010764,121.4770177234277,19435.180771150594,18726.239228849405,181.83966882372076
2016.12.03,19257.7,19437.5,19107.8,19287.7,180038,69.9151262292867,123.97020577964213,19445.133033714308,18765.56696628569,174.30501849835164
2016.12.05,19273.3,19526.7,19166.1,19419.5,140419,75.07196522210712,135.02475248146584,19476.84355692668,18792.316443073316,175.57750005721994
2016.12.06,19395.0,19629.2,19304.7,19538.9,149167,78.64338850571734,151.67176482640934,19529.92222031076,18806.597779689244,185.5288044029448
2016.12.07,19533.4,19648.7,19510.9,19626.2,143410,80.80839489719236,169.94994526958544,19591.362603722275,18821.577396277728,197.4457396483714
2016.12.08,19625.7,19801.0,19457.5,19632.9,138463,80.96785783137851,182.8681784342407,19640.98337713234,18847.26662286766,203.58405189071377
2016.12.09,19640.4,19781.0,19521.5,19662.1,128886,81.68221299643443,193.23467816798438,19687.016765041528,18876.62323495847,207.8615546337706
2016.12.10,19665.8,19689.1,19577.5,19600.9,179567,75.30266219326882,194.27242379221934,19711.492739120862,18917.777260879142,203.5837245977305
2016.12.12,19588.6,19671.9,19462.4,19545.7,180846,69.99274248307428,188.46812279933147,19725.853914265976,18955.84608573402,197.50284075247075
2016.12.13,19570.8,19693.0,19411.7,19533.9,154924,68.87468315069931,180.8314981148833,19739.246092173573,18986.27390782643,193.1332902156099
2016.12.14,19546.2,19574.5,19525.0,19553.3,140991,69.73076960522965,174.33520814142685,19757.31700641862,19004.64299358138,193.0568108370179
2016.12.15,19515.0,19615.4,19431.1,19531.5,171478,67.48457285436373,165.5197649070542,19772.440450953436,19013.159549046562,194.7514421270363
2016.12.16,19555.0,19572.3,19454.6,19471.9,152355,61.63867675128978,151.97239753075337,19779.63363239182,19018.726367608182,195.1685954030852
2016.12.17,19442.2,19530.5,19291.8,19380.2,187254,53.901925591736905,132.31138437233312,19780.542459657954,19020.637540342046,194.91149921528498
2016.12.19,19358.1,19372.4,19290.6,19305.0,170705,48.52310460956219,109.40077424112314,19780.53705627494,19020.14294372506,195.03697463229494
2016.12.20,19268.9,19334.3,19177.2,19242.6,164679,44.55040356046738,85.22635577090114,19779.197794013922,19024.66220598608,193.534294798602
2016.12.21,19245.1,19412.3,19004.2,19171.4,182822,40.47812243061479,59.63527171849637,19776.122186776174,19031.42781322383,191.01007654608063
2016.12.22,19195.8,19251.6,19099.6,19155.4,180511,39.60207282216535,37.62931957808178,19769.74617204337,19044.00382795663,186.14898355613383
2016.12.23,19137.0,19172.0,19130.6,19165.7,141612,40.49489403151597,20.781017250657897,19763.723515623176,19055.936484376827,181.54354298634365
2016.12.24,19131.3,19174.3,19079.7,19122.8,125922,37.976834587864886,3.921737452808884,19766.01261523958,19051.467384760417,183.27698451432997
2016.12.27,19137.5,19282.6,18935.5,19080.5,160308,35.624585595911455,-12.706151134709216,19778.74497654652,19024.065023453477,193.57132365652612
